## url=http://localhost:8080/metrics
## fetched_at_utc=2026-03-04T03:49:14Z

# HELP auth_dependency_up Dependency up gauge
# TYPE auth_dependency_up gauge
auth_dependency_up{dep="db"} 1
auth_dependency_up{dep="nats"} 1
auth_dependency_up{dep="ready"} 1
# HELP auth_entitlement_cache_hit_total Entitlement cache hits (within TTL)
# TYPE auth_entitlement_cache_hit_total counter
auth_entitlement_cache_hit_total 0
# HELP auth_login_total Total login attempts
# TYPE auth_login_total counter
auth_login_total{reason="ok",result="success"} 2
# HELP auth_logout_total Total logout attempts
# TYPE auth_logout_total counter
auth_logout_total{reason="ok",result="success"} 1
# HELP auth_password_verify_duration_seconds Argon2 password verify duration seconds
# TYPE auth_password_verify_duration_seconds histogram
auth_password_verify_duration_seconds_bucket{result="ok",le="0.005"} 0
auth_password_verify_duration_seconds_bucket{result="ok",le="0.01"} 0
auth_password_verify_duration_seconds_bucket{result="ok",le="0.025"} 0
auth_password_verify_duration_seconds_bucket{result="ok",le="0.05"} 0
auth_password_verify_duration_seconds_bucket{result="ok",le="0.1"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="0.25"} 2
auth_password_verify_duration_seconds_bucket{result="ok",le="0.5"} 2
auth_password_verify_duration_seconds_bucket{result="ok",le="1"} 2
auth_password_verify_duration_seconds_bucket{result="ok",le="2.5"} 2
auth_password_verify_duration_seconds_bucket{result="ok",le="5"} 2
auth_password_verify_duration_seconds_bucket{result="ok",le="10"} 2
auth_password_verify_duration_seconds_bucket{result="ok",le="+Inf"} 2
auth_password_verify_duration_seconds_sum{result="ok"} 0.19761583300000002
auth_password_verify_duration_seconds_count{result="ok"} 2
# HELP auth_tenant_status_cache_hit_total Tenant status cache hits (within TTL)
# TYPE auth_tenant_status_cache_hit_total counter
auth_tenant_status_cache_hit_total 0
# HELP http_request_duration_seconds HTTP request duration seconds
# TYPE http_request_duration_seconds histogram
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.005"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.01"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.025"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.05"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.1"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.25"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.5"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="1"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="2.5"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="5"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="10"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="+Inf"} 2
http_request_duration_seconds_sum{method="GET",path="/.well-known/jwks.json",status="200"} 0.000236958
http_request_duration_seconds_count{method="GET",path="/.well-known/jwks.json",status="200"} 2
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.005"} 88
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.01"} 88
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.025"} 88
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.05"} 88
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.1"} 88
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.25"} 88
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.5"} 88
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="1"} 88
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="2.5"} 88
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="5"} 88
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="10"} 88
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="+Inf"} 88
http_request_duration_seconds_sum{method="GET",path="/api/ready",status="200"} 0.05222087599999999
http_request_duration_seconds_count{method="GET",path="/api/ready",status="200"} 88
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.005"} 1
