## url=http://localhost:8080/metrics
## fetched_at_utc=2026-03-03T19:09:26Z

# HELP auth_dependency_up Dependency up gauge
# TYPE auth_dependency_up gauge
auth_dependency_up{dep="db"} 1
auth_dependency_up{dep="nats"} 1
auth_dependency_up{dep="ready"} 1
# HELP auth_entitlement_cache_hit_total Entitlement cache hits (within TTL)
# TYPE auth_entitlement_cache_hit_total counter
auth_entitlement_cache_hit_total 0
# HELP auth_tenant_status_cache_hit_total Tenant status cache hits (within TTL)
# TYPE auth_tenant_status_cache_hit_total counter
auth_tenant_status_cache_hit_total 0
# HELP http_request_duration_seconds HTTP request duration seconds
# TYPE http_request_duration_seconds histogram
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.005"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.01"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.025"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.05"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.1"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.25"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.5"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="1"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="2.5"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="5"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="10"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="+Inf"} 2
http_request_duration_seconds_sum{method="GET",path="/.well-known/jwks.json",status="200"} 0.000104791
http_request_duration_seconds_count{method="GET",path="/.well-known/jwks.json",status="200"} 2
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.005"} 782
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.01"} 790
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.025"} 795
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.05"} 795
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.1"} 795
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.25"} 795
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.5"} 795
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="1"} 795
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="2.5"} 795
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="5"} 795
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="10"} 795
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="+Inf"} 795
http_request_duration_seconds_sum{method="GET",path="/api/ready",status="200"} 0.5876498799999993
http_request_duration_seconds_count{method="GET",path="/api/ready",status="200"} 795
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.005"} 4
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.01"} 4
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.025"} 4
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.05"} 4
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.1"} 4
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.25"} 4
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.5"} 4
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="1"} 4
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="2.5"} 4
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="5"} 4
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="10"} 4
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="+Inf"} 4
http_request_duration_seconds_sum{method="GET",path="/healthz",status="200"} 0.000132041
http_request_duration_seconds_count{method="GET",path="/healthz",status="200"} 4
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.005"} 531
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.01"} 532
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.025"} 532
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.05"} 533
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.1"} 533
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.25"} 533
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.5"} 533
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="1"} 533
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="2.5"} 533
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="5"} 533
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="10"} 533
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="+Inf"} 533
http_request_duration_seconds_sum{method="GET",path="/metrics",status="200"} 0.09755263000000003
http_request_duration_seconds_count{method="GET",path="/metrics",status="200"} 533
