## url=http://localhost:8080/metrics
## fetched_at_utc=2026-03-03T18:17:21Z

# HELP auth_dependency_up Dependency up gauge
# TYPE auth_dependency_up gauge
auth_dependency_up{dep="db"} 1
auth_dependency_up{dep="nats"} 1
auth_dependency_up{dep="ready"} 1
# HELP auth_entitlement_cache_hit_total Entitlement cache hits (within TTL)
# TYPE auth_entitlement_cache_hit_total counter
auth_entitlement_cache_hit_total 0
# HELP auth_tenant_status_cache_hit_total Tenant status cache hits (within TTL)
# TYPE auth_tenant_status_cache_hit_total counter
auth_tenant_status_cache_hit_total 0
# HELP http_request_duration_seconds HTTP request duration seconds
# TYPE http_request_duration_seconds histogram
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.005"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.01"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.025"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.05"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.1"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.25"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.5"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="1"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="2.5"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="5"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="10"} 2
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="+Inf"} 2
http_request_duration_seconds_sum{method="GET",path="/.well-known/jwks.json",status="200"} 0.000104791
http_request_duration_seconds_count{method="GET",path="/.well-known/jwks.json",status="200"} 2
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.005"} 484
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.01"} 485
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.025"} 490
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.05"} 490
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.1"} 490
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.25"} 490
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.5"} 490
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="1"} 490
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="2.5"} 490
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="5"} 490
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="10"} 490
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="+Inf"} 490
http_request_duration_seconds_sum{method="GET",path="/api/ready",status="200"} 0.3462923349999996
http_request_duration_seconds_count{method="GET",path="/api/ready",status="200"} 490
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.005"} 2
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.01"} 2
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.025"} 2
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.05"} 2
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.1"} 2
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.25"} 2
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.5"} 2
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="1"} 2
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="2.5"} 2
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="5"} 2
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="10"} 2
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="+Inf"} 2
http_request_duration_seconds_sum{method="GET",path="/healthz",status="200"} 0.000046958
http_request_duration_seconds_count{method="GET",path="/healthz",status="200"} 2
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.005"} 327
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.01"} 327
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.025"} 327
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.05"} 327
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.1"} 327
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.25"} 327
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.5"} 327
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="1"} 327
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="2.5"} 327
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="5"} 327
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="10"} 327
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="+Inf"} 327
http_request_duration_seconds_sum{method="GET",path="/metrics",status="200"} 0.038498119000000004
http_request_duration_seconds_count{method="GET",path="/metrics",status="200"} 327
