## url=http://localhost:8080/metrics
## fetched_at_utc=2026-03-03T17:46:59Z

# HELP auth_dependency_up Dependency up gauge
# TYPE auth_dependency_up gauge
auth_dependency_up{dep="db"} 1
auth_dependency_up{dep="nats"} 1
auth_dependency_up{dep="ready"} 1
# HELP auth_entitlement_cache_hit_total Entitlement cache hits (within TTL)
# TYPE auth_entitlement_cache_hit_total counter
auth_entitlement_cache_hit_total 0
# HELP auth_login_total Total login attempts
# TYPE auth_login_total counter
auth_login_total{reason="ok",result="success"} 1
# HELP auth_password_verify_duration_seconds Argon2 password verify duration seconds
# TYPE auth_password_verify_duration_seconds histogram
auth_password_verify_duration_seconds_bucket{result="ok",le="0.005"} 0
auth_password_verify_duration_seconds_bucket{result="ok",le="0.01"} 0
auth_password_verify_duration_seconds_bucket{result="ok",le="0.025"} 0
auth_password_verify_duration_seconds_bucket{result="ok",le="0.05"} 0
auth_password_verify_duration_seconds_bucket{result="ok",le="0.1"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="0.25"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="0.5"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="1"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="2.5"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="5"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="10"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="+Inf"} 1
auth_password_verify_duration_seconds_sum{result="ok"} 0.091480375
auth_password_verify_duration_seconds_count{result="ok"} 1
# HELP auth_tenant_status_cache_hit_total Tenant status cache hits (within TTL)
# TYPE auth_tenant_status_cache_hit_total counter
auth_tenant_status_cache_hit_total 0
# HELP http_request_duration_seconds HTTP request duration seconds
# TYPE http_request_duration_seconds histogram
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.005"} 304
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.01"} 304
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.025"} 307
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.05"} 307
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.1"} 307
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.25"} 307
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.5"} 307
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="1"} 307
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="2.5"} 307
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="5"} 307
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="10"} 307
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="+Inf"} 307
http_request_duration_seconds_sum{method="GET",path="/api/ready",status="200"} 0.21898636799999988
http_request_duration_seconds_count{method="GET",path="/api/ready",status="200"} 307
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.005"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.01"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.025"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.05"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.1"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.25"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.5"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="1"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="2.5"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="5"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="10"} 1
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="+Inf"} 1
http_request_duration_seconds_sum{method="GET",path="/healthz",status="200"} 0.000447791
http_request_duration_seconds_count{method="GET",path="/healthz",status="200"} 1
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.005"} 203
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.01"} 204
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.025"} 204
http_request_duration_seconds_bucket{method="GET",path="/metrics",status="200",le="0.05"} 204
