## url=http://localhost:8080/metrics
## fetched_at_utc=2026-03-03T20:00:29Z

# HELP auth_dependency_up Dependency up gauge
# TYPE auth_dependency_up gauge
auth_dependency_up{dep="db"} 1
auth_dependency_up{dep="nats"} 1
auth_dependency_up{dep="ready"} 1
# HELP auth_entitlement_cache_hit_total Entitlement cache hits (within TTL)
# TYPE auth_entitlement_cache_hit_total counter
auth_entitlement_cache_hit_total 0
# HELP auth_login_total Total login attempts
# TYPE auth_login_total counter
auth_login_total{reason="ok",result="success"} 1
# HELP auth_password_verify_duration_seconds Argon2 password verify duration seconds
# TYPE auth_password_verify_duration_seconds histogram
auth_password_verify_duration_seconds_bucket{result="ok",le="0.005"} 0
auth_password_verify_duration_seconds_bucket{result="ok",le="0.01"} 0
auth_password_verify_duration_seconds_bucket{result="ok",le="0.025"} 0
auth_password_verify_duration_seconds_bucket{result="ok",le="0.05"} 0
auth_password_verify_duration_seconds_bucket{result="ok",le="0.1"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="0.25"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="0.5"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="1"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="2.5"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="5"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="10"} 1
auth_password_verify_duration_seconds_bucket{result="ok",le="+Inf"} 1
auth_password_verify_duration_seconds_sum{result="ok"} 0.091480375
auth_password_verify_duration_seconds_count{result="ok"} 1
# HELP auth_tenant_status_cache_hit_total Tenant status cache hits (within TTL)
# TYPE auth_tenant_status_cache_hit_total counter
auth_tenant_status_cache_hit_total 0
# HELP http_request_duration_seconds HTTP request duration seconds
# TYPE http_request_duration_seconds histogram
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.005"} 3
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.01"} 3
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.025"} 3
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.05"} 3
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.1"} 3
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.25"} 3
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="0.5"} 3
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="1"} 3
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="2.5"} 3
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="5"} 3
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="10"} 3
http_request_duration_seconds_bucket{method="GET",path="/.well-known/jwks.json",status="200",le="+Inf"} 3
http_request_duration_seconds_sum{method="GET",path="/.well-known/jwks.json",status="200"} 0.005059584
http_request_duration_seconds_count{method="GET",path="/.well-known/jwks.json",status="200"} 3
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.005"} 1079
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.01"} 1093
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.025"} 1102
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.05"} 1102
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.1"} 1102
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.25"} 1102
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="0.5"} 1102
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="1"} 1102
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="2.5"} 1102
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="5"} 1102
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="10"} 1102
http_request_duration_seconds_bucket{method="GET",path="/api/ready",status="200",le="+Inf"} 1102
http_request_duration_seconds_sum{method="GET",path="/api/ready",status="200"} 0.9341694220000011
http_request_duration_seconds_count{method="GET",path="/api/ready",status="200"} 1102
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.005"} 4
http_request_duration_seconds_bucket{method="GET",path="/healthz",status="200",le="0.01"} 4
